"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","poutcome","duration","campaign","pdays","previous","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","prediction"
"29168",39,"blue-collar","married","unknown","no","no","no","cellular","apr","fri","nonexistent",79,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.69439079625095
"29169",22,"admin.","married","high.school","no","yes","yes","cellular","apr","fri","nonexistent",156,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.38299182598646
"29170",41,"admin.","single","professional.course","no","yes","yes","cellular","apr","fri","nonexistent",41,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.77782515252007
"29171",32,"self-employed","married","basic.6y","no","no","no","cellular","apr","fri","nonexistent",211,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.2166262402845
"29172",37,"technician","married","professional.course","no","no","no","cellular","apr","fri","nonexistent",54,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.71703968515219
"29181",38,"unemployed","divorced","high.school","no","yes","yes","cellular","apr","fri","failure",715,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,-0.206281341506234
"29189",41,"blue-collar","married","basic.4y","unknown","no","no","cellular","apr","fri","nonexistent",100,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.18202941987666
"29199",37,"admin.","married","high.school","no","yes","no","cellular","apr","fri","nonexistent",207,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.01287635421695
"29203",38,"admin.","married","university.degree","no","yes","no","cellular","apr","fri","nonexistent",107,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-2.3119137521686
"29206",36,"blue-collar","married","basic.6y","no","yes","yes","cellular","apr","fri","nonexistent",91,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.7851362189956
"29207",30,"services","single","high.school","unknown","yes","no","telephone","apr","fri","nonexistent",40,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.80376605862789
"29210",33,"admin.","single","university.degree","no","no","no","cellular","apr","fri","nonexistent",326,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.34357502906374
"29212",45,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri","failure",99,3,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.37837543993376
"29216",41,"technician","married","professional.course","no","no","no","cellular","apr","fri","nonexistent",219,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.89813406808255
"29222",44,"management","married","professional.course","no","no","no","cellular","apr","fri","failure",65,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.19135975596608
"29223",34,"housemaid","divorced","university.degree","no","unknown","unknown","cellular","apr","fri","failure",182,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.74138880736617
"29224",41,"admin.","divorced","high.school","no","yes","no","cellular","apr","fri","nonexistent",114,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.50621109267336
"29225",41,"blue-collar","married","basic.4y","unknown","yes","no","cellular","apr","fri","nonexistent",194,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.73318796984329
"29232",44,"admin.","single","university.degree","no","yes","no","cellular","apr","fri","nonexistent",395,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-0.94997569934511
"29241",45,"housemaid","married","university.degree","no","yes","no","telephone","apr","fri","failure",460,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-1.97545174031389
"29242",49,"services","divorced","high.school","no","no","no","cellular","apr","fri","failure",300,3,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.21185894843907
"29245",47,"management","married","professional.course","no","yes","no","cellular","apr","fri","failure",239,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.40808190672984
"29252",34,"unemployed","married","basic.9y","unknown","yes","no","cellular","apr","fri","nonexistent",153,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.79853517874997
"29253",48,"unemployed","married","high.school","no","yes","no","cellular","apr","fri","nonexistent",370,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.2887565902406
"29255",38,"technician","married","professional.course","unknown","no","no","cellular","apr","fri","nonexistent",232,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.25765700496631
"29256",29,"student","single","unknown","no","yes","no","cellular","apr","fri","nonexistent",170,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-1.92174514339788
"29257",34,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","fri","nonexistent",333,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.74342054741881
"29262",36,"technician","married","professional.course","unknown","no","no","cellular","apr","fri","nonexistent",322,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.84143993766298
"29266",34,"entrepreneur","married","university.degree","no","yes","no","cellular","apr","fri","nonexistent",104,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-2.54543173300896
"29269",37,"admin.","married","high.school","no","yes","no","cellular","apr","fri","failure",598,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-0.698673034347955
"29273",28,"services","married","high.school","no","no","no","cellular","apr","fri","nonexistent",134,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.53189088995705
"29275",51,"blue-collar","married","basic.9y","unknown","no","no","cellular","apr","fri","failure",541,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-1.63702665442968
"29276",40,"blue-collar","single","basic.6y","unknown","no","yes","cellular","apr","fri","nonexistent",266,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.33574880222348
"29281",26,"technician","single","professional.course","no","yes","no","cellular","apr","fri","nonexistent",378,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-1.11767123280207
"29282",60,"admin.","married","university.degree","no","no","no","cellular","apr","fri","nonexistent",246,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.7255284257863
"29284",39,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","fri","nonexistent",156,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.54167699776271
"29286",44,"services","single","high.school","no","no","no","cellular","apr","fri","failure",276,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.25567153109863
"29291",39,"management","single","university.degree","no","no","no","cellular","apr","fri","nonexistent",278,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.49367569798255
"29294",42,"admin.","single","high.school","no","no","no","cellular","apr","fri","nonexistent",166,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.19672209369229
"29297",49,"admin.","single","basic.6y","no","yes","yes","cellular","apr","fri","nonexistent",441,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-0.956839590722801
"29300",31,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","fri","nonexistent",308,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.86483830413072
"29302",37,"management","divorced","high.school","no","yes","no","cellular","apr","fri","nonexistent",647,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-0.00797968769264656
"29308",37,"technician","divorced","high.school","no","no","yes","telephone","apr","fri","nonexistent",318,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.16024235485758
"29309",55,"admin.","divorced","high.school","no","unknown","unknown","cellular","apr","fri","nonexistent",278,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.76381393290333
"29316",38,"blue-collar","married","basic.9y","unknown","no","yes","cellular","apr","fri","failure",61,2,999,2,-1.8,93.075,-47.1,1.405,5099.1,0,-4.03295463693652
"29317",37,"blue-collar","divorced","basic.4y","no","no","no","cellular","apr","fri","nonexistent",2053,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,6.3063246066204
"29318",46,"entrepreneur","married","professional.course","no","no","yes","cellular","apr","fri","nonexistent",69,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.87269580885725
"29323",36,"admin.","single","high.school","no","yes","no","cellular","apr","fri","nonexistent",245,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.95757670771419
"29324",29,"entrepreneur","single","university.degree","no","yes","no","cellular","apr","fri","nonexistent",738,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0.497887961569699
"29327",34,"blue-collar","divorced","basic.4y","no","no","no","cellular","apr","fri","nonexistent",204,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.44655933761558
"29330",45,"services","single","unknown","no","yes","no","cellular","apr","fri","nonexistent",164,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-2.25530270672621
"29331",40,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","fri","nonexistent",179,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.43284460440596
"29334",40,"blue-collar","married","basic.6y","no","no","no","cellular","apr","fri","nonexistent",174,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.38120021912444
"29343",46,"management","married","university.degree","unknown","no","no","cellular","apr","fri","failure",183,3,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.94493512308377
"29345",43,"blue-collar","married","basic.6y","unknown","no","no","cellular","apr","fri","nonexistent",315,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.09100711901473
"29350",26,"technician","single","professional.course","no","yes","no","telephone","apr","fri","nonexistent",100,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.07237531236574
"29352",35,"blue-collar","married","professional.course","no","no","no","cellular","apr","fri","failure",317,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.21796155089972
"29356",41,"blue-collar","married","unknown","unknown","yes","no","cellular","apr","fri","failure",50,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.73900221908709
"29358",36,"admin.","single","high.school","no","yes","no","cellular","apr","fri","nonexistent",202,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.02800332496607
"29365",45,"blue-collar","married","unknown","no","no","no","cellular","apr","fri","nonexistent",119,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.54149487938837
"29368",36,"technician","married","professional.course","no","no","yes","cellular","apr","fri","nonexistent",239,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.92100806796588
"29377",40,"entrepreneur","married","basic.9y","no","yes","no","cellular","apr","fri","nonexistent",1013,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,1.47539308462539
"29378",33,"admin.","divorced","high.school","no","no","no","telephone","apr","fri","nonexistent",392,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.84989788057865
"29379",49,"technician","married","unknown","no","no","no","cellular","apr","fri","nonexistent",119,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.36303144522815
"29383",43,"blue-collar","married","basic.6y","no","no","no","cellular","apr","fri","nonexistent",200,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.2551215664271
"29385",45,"services","single","unknown","no","no","no","telephone","apr","fri","nonexistent",541,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-0.994514596416813
"29386",35,"blue-collar","married","professional.course","no","yes","yes","telephone","apr","fri","nonexistent",114,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.32544591144028
"29394",45,"housemaid","married","basic.4y","no","yes","no","cellular","apr","mon","nonexistent",158,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-2.68848081572749
"29395",34,"admin.","married","basic.9y","no","yes","no","cellular","apr","mon","nonexistent",12,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.38240162815162
"29397",38,"services","married","high.school","no","no","no","cellular","apr","mon","failure",95,3,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.3843570706972
"29402",19,"student","single","unknown","no","yes","yes","cellular","apr","mon","nonexistent",206,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-1.8403526362409
"29403",46,"entrepreneur","married","basic.4y","unknown","yes","no","cellular","apr","mon","nonexistent",630,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-0.8753974644411
"29404",60,"retired","married","basic.6y","no","yes","yes","telephone","apr","mon","nonexistent",384,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.90143374871348
"29405",32,"technician","married","professional.course","no","no","no","cellular","apr","mon","failure",322,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.16308758375117
"29408",19,"student","single","unknown","no","yes","no","cellular","apr","mon","nonexistent",438,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-0.694422413199923
"29419",47,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","mon","nonexistent",311,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.94165528157946
"29425",30,"student","single","university.degree","no","yes","yes","telephone","apr","mon","nonexistent",37,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.14881278380289
"29428",36,"admin.","married","university.degree","no","yes","no","cellular","apr","mon","nonexistent",506,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-0.677612545878809
"29431",37,"blue-collar","divorced","basic.9y","no","yes","yes","cellular","apr","mon","nonexistent",156,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.74331486244611
"29437",52,"retired","married","high.school","no","yes","no","cellular","apr","mon","nonexistent",525,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-0.404331174298584
"29440",36,"unemployed","single","professional.course","unknown","yes","no","cellular","apr","mon","nonexistent",533,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-0.945806227289005
"29441",24,"technician","single","high.school","no","yes","no","cellular","apr","mon","nonexistent",390,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.25750135151667
"29446",37,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","mon","nonexistent",186,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.64580962070669
"29449",56,"blue-collar","married","basic.6y","no","yes","yes","cellular","apr","mon","nonexistent",223,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.31606431887817
"29451",40,"blue-collar","married","basic.6y","no","no","no","cellular","apr","mon","nonexistent",83,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.11413574771938
"29453",59,"self-employed","married","professional.course","no","yes","no","cellular","apr","mon","nonexistent",860,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,0.784026366157587
"29456",39,"entrepreneur","married","university.degree","unknown","yes","no","cellular","apr","mon","nonexistent",68,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.16909446132072
"29457",53,"blue-collar","married","high.school","unknown","yes","yes","cellular","apr","mon","nonexistent",62,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.57384316479308
"29459",46,"entrepreneur","single","university.degree","no","no","no","cellular","apr","mon","failure",89,3,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.24035013454172
"29463",59,"self-employed","married","professional.course","no","unknown","unknown","cellular","apr","mon","nonexistent",69,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.07756904995806
"29466",40,"blue-collar","married","basic.4y","no","no","no","cellular","apr","mon","nonexistent",1550,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,3.81105511710468
"29470",26,"admin.","married","high.school","no","yes","no","cellular","apr","mon","nonexistent",61,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.89011889450244
"29475",34,"blue-collar","married","basic.9y","no","no","yes","cellular","apr","mon","nonexistent",96,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.05884392488468
"29477",43,"technician","divorced","professional.course","unknown","no","no","cellular","apr","mon","failure",131,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.3869949464302
"29484",31,"admin.","single","university.degree","no","yes","no","cellular","apr","mon","nonexistent",201,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.09753545502206
"29487",30,"student","single","high.school","no","yes","no","cellular","apr","mon","failure",7,6,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.49867355889392
"29497",44,"blue-collar","married","basic.6y","no","yes","yes","cellular","apr","mon","nonexistent",7,6,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.55905246356945
"29503",31,"blue-collar","single","basic.9y","no","no","no","cellular","apr","mon","nonexistent",65,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.26380731833617
"29513",35,"technician","single","university.degree","unknown","no","no","cellular","apr","mon","nonexistent",712,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0.0440713949848934
"29518",36,"services","single","high.school","no","yes","no","cellular","apr","mon","failure",142,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.0613707350786
"29525",41,"blue-collar","divorced","high.school","unknown","yes","no","cellular","apr","mon","nonexistent",111,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.15018370643539
"29531",57,"entrepreneur","single","university.degree","no","no","yes","cellular","apr","mon","nonexistent",7,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.20431994343377
"29537",36,"admin.","married","high.school","no","no","no","cellular","apr","mon","nonexistent",658,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-0.101963361690274
"29542",41,"admin.","married","high.school","no","yes","yes","cellular","apr","mon","nonexistent",254,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.0306915383584
"29543",52,"admin.","divorced","basic.9y","no","yes","yes","cellular","apr","mon","failure",9,5,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.91955881966972
"29544",26,"admin.","single","high.school","no","no","no","cellular","apr","mon","nonexistent",123,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.6453819126475
"29551",38,"blue-collar","divorced","basic.6y","no","yes","yes","cellular","apr","mon","failure",37,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.70030740622123
"29553",36,"technician","married","high.school","no","no","no","cellular","apr","mon","nonexistent",517,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-0.709843292043949
"29554",32,"admin.","married","high.school","no","yes","yes","telephone","apr","mon","failure",24,1,999,2,-1.8,93.075,-47.1,1.405,5099.1,0,-4.31411739665807
"29568",40,"technician","single","professional.course","no","yes","no","cellular","apr","mon","failure",250,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.3784300134759
"29577",37,"services","divorced","high.school","unknown","yes","yes","cellular","apr","mon","failure",92,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.71882127002916
"29581",47,"management","married","university.degree","no","no","no","cellular","apr","mon","nonexistent",51,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.8572480899273
"29596",44,"blue-collar","married","basic.4y","no","no","no","cellular","apr","mon","failure",92,3,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.57287237071019
"29599",29,"blue-collar","married","basic.6y","no","no","no","cellular","apr","mon","nonexistent",84,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.95410194751945
"29604",43,"management","married","university.degree","no","no","no","telephone","apr","mon","nonexistent",205,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.67498033643772
"29608",52,"services","married","basic.6y","no","no","yes","cellular","apr","mon","failure",44,2,999,2,-1.8,93.075,-47.1,1.405,5099.1,0,-3.69277309091026
"29610",19,"student","single","unknown","no","unknown","unknown","cellular","apr","mon","nonexistent",213,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-1.91795070156885
"29611",26,"blue-collar","single","basic.9y","no","no","no","cellular","apr","mon","nonexistent",586,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-0.670316891565868
"29613",35,"services","married","basic.9y","unknown","yes","no","cellular","apr","mon","nonexistent",201,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.85179237546924
"29626",73,"retired","married","basic.4y","no","yes","yes","cellular","apr","mon","nonexistent",128,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.41343973056387
"29628",32,"technician","married","professional.course","no","yes","no","cellular","apr","mon","nonexistent",140,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.44911577855665
"29634",28,"self-employed","single","university.degree","no","yes","no","cellular","apr","mon","nonexistent",64,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.77176706357135
"29636",31,"technician","single","professional.course","no","yes","no","cellular","apr","mon","failure",170,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.7659877635387
"29650",55,"services","married","high.school","no","yes","yes","cellular","apr","mon","nonexistent",691,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-0.0377395497975712
"29657",31,"admin.","single","university.degree","no","yes","no","cellular","apr","mon","failure",239,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.34196714459164
"29661",44,"blue-collar","married","basic.6y","no","no","no","cellular","apr","mon","nonexistent",400,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.45678203074504
"29665",40,"management","married","university.degree","no","yes","no","cellular","apr","mon","failure",96,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.11308941674698
"29667",44,"blue-collar","married","basic.4y","no","unknown","unknown","cellular","apr","mon","failure",308,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.55690575527742
"29671",46,"services","married","high.school","no","no","no","cellular","apr","mon","failure",91,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.30328509568763
"29674",52,"services","married","basic.6y","no","no","no","cellular","apr","mon","failure",157,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.98527651234283
"29679",46,"admin.","married","high.school","unknown","yes","no","cellular","apr","mon","nonexistent",9,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.47173836281194
"29687",53,"admin.","single","university.degree","no","no","no","cellular","apr","mon","nonexistent",59,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.73420062712821
"29688",47,"technician","married","high.school","unknown","no","no","cellular","apr","mon","failure",222,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.946953566469
"29699",33,"technician","married","high.school","no","no","no","cellular","apr","mon","failure",211,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.69251046779498
"29700",53,"management","divorced","university.degree","unknown","unknown","unknown","cellular","apr","mon","nonexistent",249,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.31034339686394
"29702",38,"admin.","single","university.degree","no","unknown","unknown","cellular","apr","mon","nonexistent",147,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.38263611991825
"29713",52,"admin.","divorced","basic.9y","no","yes","yes","cellular","apr","mon","failure",20,5,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.86828896383013
"29717",33,"technician","divorced","professional.course","no","yes","no","cellular","apr","mon","failure",153,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.87483663665065
"29724",40,"services","married","high.school","unknown","yes","no","cellular","apr","mon","nonexistent",226,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.53681920488616
"29726",55,"admin.","married","university.degree","no","yes","no","cellular","apr","mon","failure",247,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.31865705167385
"29728",31,"admin.","single","university.degree","no","yes","no","cellular","apr","mon","nonexistent",98,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.53427710481309
"29734",32,"technician","married","university.degree","no","no","no","cellular","apr","mon","nonexistent",345,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-1.39595476611347
"29735",41,"blue-collar","married","high.school","no","yes","no","cellular","apr","mon","failure",53,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.57709681194145
"29736",24,"admin.","single","professional.course","no","yes","no","cellular","apr","mon","nonexistent",97,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-2.65875506348004
"29739",33,"blue-collar","married","high.school","no","no","no","cellular","apr","mon","nonexistent",207,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.37488333269871
"29740",59,"technician","divorced","professional.course","no","no","no","cellular","apr","mon","nonexistent",185,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-2.18577175409586
"29741",40,"blue-collar","married","basic.6y","unknown","unknown","unknown","cellular","apr","mon","nonexistent",121,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.21303593518777
"29759",34,"blue-collar","married","basic.9y","no","no","no","cellular","apr","mon","nonexistent",86,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.08418116702196
"29760",36,"technician","married","basic.9y","no","yes","no","cellular","apr","mon","failure",419,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-1.81106208742025
"29768",21,"self-employed","single","university.degree","no","yes","no","cellular","apr","mon","nonexistent",345,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-1.47347779151385
"29769",53,"admin.","married","professional.course","no","yes","no","cellular","apr","mon","nonexistent",476,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-0.984754904925374
"29778",36,"admin.","married","high.school","no","yes","no","cellular","apr","mon","nonexistent",53,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.91108820546429
"29782",31,"services","married","basic.9y","no","no","no","cellular","apr","mon","nonexistent",74,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.04575130817221
"29783",34,"admin.","single","basic.6y","no","no","no","cellular","apr","mon","nonexistent",28,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-3.1611752849848
"29789",32,"technician","single","professional.course","no","yes","yes","cellular","apr","mon","failure",230,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.54930457314537
"29793",31,"services","divorced","high.school","no","no","no","cellular","apr","mon","nonexistent",150,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.56762992537465
"29797",40,"blue-collar","married","basic.4y","no","yes","yes","cellular","apr","mon","failure",45,4,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.89567738852036
"29804",19,"student","single","unknown","no","yes","no","cellular","apr","mon","nonexistent",104,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.33782294574373
"29807",35,"technician","married","university.degree","no","yes","no","cellular","apr","mon","nonexistent",90,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.61220129462171
"29811",21,"student","single","high.school","no","no","no","cellular","apr","mon","failure",258,4,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-2.26753069177328
"29813",50,"management","married","university.degree","no","yes","no","cellular","apr","mon","nonexistent",143,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.45616371149531
"29818",42,"services","married","university.degree","no","yes","no","cellular","apr","mon","nonexistent",155,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,-2.45716215277888
"29820",37,"services","married","high.school","no","no","no","cellular","apr","mon","nonexistent",1010,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,1.38693798069793
"29824",25,"admin.","single","university.degree","no","no","yes","cellular","apr","mon","nonexistent",120,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,-2.47351705240774
"29828",37,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","apr","mon","failure",17,6,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-4.48962769751332
"29829",31,"admin.","single","university.degree","no","yes","yes","cellular","apr","mon","failure",885,5,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,0.431046760736518
"29835",34,"admin.","single","university.degree","no","yes","no","cellular","apr","mon","failure",58,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,-3.22402459758293
