,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,socioprediction,exp(u),1+exp(u),p,totp
35754,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35755,-1.8,92.893,-46.2,1.244,5099.1,1,-1.751383097,0.173533763,1.173533763,15%,0
35758,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35763,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35771,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35776,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35781,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35784,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35788,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35791,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35795,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35797,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35807,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35808,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35809,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35811,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35814,-1.8,92.893,-46.2,1.244,5099.1,1,-1.751383097,0.173533763,1.173533763,15%,0
35820,-1.8,92.893,-46.2,1.244,5099.1,1,-1.751383097,0.173533763,1.173533763,15%,0
35828,-1.8,92.893,-46.2,1.244,5099.1,0,-1.751383097,0.173533763,1.173533763,15%,0
35832,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35839,-1.8,92.893,-46.2,1.259,5099.1,1,-1.750188418,0.173741204,1.173741204,15%,0
35840,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35842,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35843,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35845,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35848,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35849,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35851,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35855,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35858,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35860,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35861,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35862,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35863,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35865,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35866,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35882,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35883,-1.8,92.893,-46.2,1.259,5099.1,1,-1.750188418,0.173741204,1.173741204,15%,0
35884,-1.8,92.893,-46.2,1.259,5099.1,1,-1.750188418,0.173741204,1.173741204,15%,0
35889,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35890,-1.8,92.893,-46.2,1.259,5099.1,1,-1.750188418,0.173741204,1.173741204,15%,0
35895,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35898,-1.8,92.893,-46.2,1.259,5099.1,0,-1.750188418,0.173741204,1.173741204,15%,0
35900,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35902,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35909,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35917,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35920,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35922,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35924,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35925,-1.8,92.893,-46.2,1.264,5099.1,1,-1.749790192,0.173810407,1.173810407,15%,0
35927,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35929,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35941,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35943,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35952,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35958,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35962,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35964,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35966,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35971,-1.8,92.893,-46.2,1.264,5099.1,1,-1.749790192,0.173810407,1.173810407,15%,0
35976,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35981,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35982,-1.8,92.893,-46.2,1.264,5099.1,1,-1.749790192,0.173810407,1.173810407,15%,0
35983,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35984,-1.8,92.893,-46.2,1.264,5099.1,0,-1.749790192,0.173810407,1.173810407,15%,0
35987,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
35997,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36000,-1.8,92.893,-46.2,1.266,5099.1,1,-1.749630901,0.173838095,1.173838095,15%,0
36008,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36010,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36018,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36019,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36020,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36029,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36031,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36036,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36038,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36041,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36051,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36052,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36055,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36056,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36058,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36064,-1.8,92.893,-46.2,1.266,5099.1,1,-1.749630901,0.173838095,1.173838095,15%,0
36073,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36077,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36079,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36081,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36085,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36090,-1.8,92.893,-46.2,1.266,5099.1,1,-1.749630901,0.173838095,1.173838095,15%,0
36091,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36093,-1.8,92.893,-46.2,1.266,5099.1,1,-1.749630901,0.173838095,1.173838095,15%,0
36096,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36098,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36111,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36113,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36114,-1.8,92.893,-46.2,1.266,5099.1,0,-1.749630901,0.173838095,1.173838095,15%,0
36125,-1.8,92.893,-46.2,1.27,5099.1,1,-1.74931232,0.173893485,1.173893485,15%,0
36130,-1.8,92.893,-46.2,1.27,5099.1,1,-1.74931232,0.173893485,1.173893485,15%,0
36138,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36140,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36141,-1.8,92.893,-46.2,1.27,5099.1,1,-1.74931232,0.173893485,1.173893485,15%,0
36156,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36158,-1.8,92.893,-46.2,1.27,5099.1,1,-1.74931232,0.173893485,1.173893485,15%,0
36162,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36166,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36170,-1.8,92.893,-46.2,1.27,5099.1,1,-1.74931232,0.173893485,1.173893485,15%,0
36171,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36173,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36175,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36183,-1.8,92.893,-46.2,1.27,5099.1,1,-1.74931232,0.173893485,1.173893485,15%,0
36186,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36189,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36193,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36194,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36197,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36200,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36203,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36205,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36206,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36208,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36221,-1.8,92.893,-46.2,1.27,5099.1,0,-1.74931232,0.173893485,1.173893485,15%,0
36229,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36239,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36244,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36245,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36246,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36248,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36251,-2.9,92.963,-40.8,1.266,5076.2,1,-0.824182039,0.438593598,1.438593598,30%,0
36253,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36254,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36255,-2.9,92.963,-40.8,1.266,5076.2,1,-0.824182039,0.438593598,1.438593598,30%,0
36261,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36262,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36265,-2.9,92.963,-40.8,1.266,5076.2,1,-0.824182039,0.438593598,1.438593598,30%,0
36286,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36287,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36294,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36300,-2.9,92.963,-40.8,1.266,5076.2,1,-0.824182039,0.438593598,1.438593598,30%,0
36303,-2.9,92.963,-40.8,1.266,5076.2,1,-0.824182039,0.438593598,1.438593598,30%,0
36304,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36305,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36306,-2.9,92.963,-40.8,1.266,5076.2,1,-0.824182039,0.438593598,1.438593598,30%,0
36311,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36316,-2.9,92.963,-40.8,1.266,5076.2,0,-0.824182039,0.438593598,1.438593598,30%,0
36322,-2.9,92.963,-40.8,1.262,5076.2,1,-0.82450062,0.438453893,1.438453893,30%,0
36331,-2.9,92.963,-40.8,1.262,5076.2,1,-0.82450062,0.438453893,1.438453893,30%,0
36338,-2.9,92.963,-40.8,1.262,5076.2,1,-0.82450062,0.438453893,1.438453893,30%,0
36339,-2.9,92.963,-40.8,1.262,5076.2,1,-0.82450062,0.438453893,1.438453893,30%,0
36343,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36352,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36356,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36361,-2.9,92.963,-40.8,1.262,5076.2,1,-0.82450062,0.438453893,1.438453893,30%,0
36367,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36379,-2.9,92.963,-40.8,1.262,5076.2,1,-0.82450062,0.438453893,1.438453893,30%,0
36380,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36384,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36386,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36390,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36392,-2.9,92.963,-40.8,1.262,5076.2,1,-0.82450062,0.438453893,1.438453893,30%,0
36393,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36396,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36398,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36399,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36400,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36401,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36402,-2.9,92.963,-40.8,1.262,5076.2,1,-0.82450062,0.438453893,1.438453893,30%,0
36404,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36405,-2.9,92.963,-40.8,1.262,5076.2,1,-0.82450062,0.438453893,1.438453893,30%,0
36413,-2.9,92.963,-40.8,1.262,5076.2,1,-0.82450062,0.438453893,1.438453893,30%,0
36418,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36420,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36426,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36427,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36431,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36437,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36440,-2.9,92.963,-40.8,1.262,5076.2,1,-0.82450062,0.438453893,1.438453893,30%,0
36442,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36443,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36447,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36453,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36454,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36456,-2.9,92.963,-40.8,1.262,5076.2,0,-0.82450062,0.438453893,1.438453893,30%,0
36462,-2.9,92.963,-40.8,1.262,5076.2,1,-0.82450062,0.438453893,1.438453893,30%,0
36463,-2.9,92.963,-40.8,1.262,5076.2,1,-0.82450062,0.438453893,1.438453893,30%,0
36465,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36469,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36471,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36475,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36476,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36483,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36485,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36486,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36488,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36495,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36500,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36501,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36502,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36504,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36516,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36523,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36526,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36531,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36533,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36537,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36539,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36541,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36544,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36545,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36549,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36551,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36556,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36557,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36563,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36564,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36568,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36576,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36578,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36585,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36588,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36590,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36595,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36596,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36602,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36609,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36618,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36623,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36629,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36637,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36638,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36639,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36641,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36642,-2.9,92.963,-40.8,1.26,5076.2,1,-0.824659911,0.438384057,1.438384057,30%,0
36645,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
36653,-2.9,92.963,-40.8,1.268,5076.2,1,-0.824022749,0.438663467,1.438663467,30%,0
36654,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36656,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36665,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36668,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36672,-2.9,92.963,-40.8,1.268,5076.2,1,-0.824022749,0.438663467,1.438663467,30%,0
36676,-2.9,92.963,-40.8,1.268,5076.2,1,-0.824022749,0.438663467,1.438663467,30%,0
36681,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36687,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36693,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36694,-2.9,92.963,-40.8,1.268,5076.2,1,-0.824022749,0.438663467,1.438663467,30%,0
36695,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36703,-2.9,92.963,-40.8,1.268,5076.2,1,-0.824022749,0.438663467,1.438663467,30%,0
36712,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36718,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36719,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36723,-2.9,92.963,-40.8,1.268,5076.2,1,-0.824022749,0.438663467,1.438663467,30%,0
36732,-2.9,92.963,-40.8,1.281,5076.2,0,-0.82298736,0.43911789,1.43911789,31%,0
36733,-2.9,92.963,-40.8,1.281,5076.2,0,-0.82298736,0.43911789,1.43911789,31%,0
36734,-2.9,92.963,-40.8,1.281,5076.2,0,-0.82298736,0.43911789,1.43911789,31%,0
36735,-2.9,92.963,-40.8,1.281,5076.2,0,-0.82298736,0.43911789,1.43911789,31%,0
36754,-2.9,92.963,-40.8,1.286,5076.2,1,-0.822589134,0.439292793,1.439292793,31%,0
36756,-2.9,92.963,-40.8,1.286,5076.2,0,-0.822589134,0.439292793,1.439292793,31%,0
36758,-2.9,92.963,-40.8,1.286,5076.2,0,-0.822589134,0.439292793,1.439292793,31%,0
36764,-2.9,92.963,-40.8,1.286,5076.2,1,-0.822589134,0.439292793,1.439292793,31%,0
36768,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36771,-2.9,92.963,-40.8,1.268,5076.2,1,-0.824022749,0.438663467,1.438663467,30%,0
36777,-2.9,92.963,-40.8,1.268,5076.2,1,-0.824022749,0.438663467,1.438663467,30%,0
36779,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36782,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36783,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36784,-2.9,92.963,-40.8,1.268,5076.2,0,-0.824022749,0.438663467,1.438663467,30%,0
36792,-2.9,92.963,-40.8,1.26,5076.2,0,-0.824659911,0.438384057,1.438384057,30%,0
