"","contact","month","day_of_week","poutcome","duration","campaign","pdays","previous","y","mprediction"
"32877","telephone","may","mon","nonexistent",168,3,999,0,0,-4.55593349722715
"32879","cellular","may","mon","failure",228,2,999,1,0,-2.99500737191473
"32881","cellular","may","mon","nonexistent",215,1,999,0,0,-3.01117395930493
"32892","cellular","may","mon","success",159,2,11,1,0,-0.785279375299482
"32905","cellular","may","mon","failure",101,2,999,1,0,-3.52608862692718
"32906","cellular","may","mon","nonexistent",35,2,999,0,0,-3.84134772720332
"32907","cellular","may","mon","nonexistent",629,1,999,0,0,-1.27993270280766
"32927","cellular","may","mon","nonexistent",290,1,999,0,0,-2.69754329689601
"32933","cellular","may","mon","failure",98,2,999,1,0,-3.53863385342354
"32939","cellular","may","mon","nonexistent",51,6,999,0,0,-4.08428056502394
"32946","cellular","may","mon","nonexistent",142,1,999,0,0,-3.31644113738296
"32947","cellular","may","mon","nonexistent",430,3,999,0,0,-2.2670197499666
"32949","cellular","may","mon","nonexistent",236,2,999,0,0,-3.0008175519474
"32951","cellular","may","mon","nonexistent",65,2,999,0,0,-3.71589546223975
"32953","cellular","may","mon","failure",34,1,999,1,0,-3.72880517389552
"32955","cellular","may","mon","failure",128,1,999,1,0,-3.335721410343
"32961","cellular","may","mon","failure",285,2,999,1,0,-2.75664806848394
"32962","cellular","may","mon","nonexistent",327,2,999,0,0,-2.62027901489123
"32965","cellular","may","mon","nonexistent",314,2,999,0,0,-2.67464166304211
"32967","cellular","may","mon","nonexistent",472,2,999,0,0,-2.01392640090064
"32969","cellular","may","mon","failure",213,2,999,1,0,-3.05773350439651
"32978","cellular","may","mon","nonexistent",286,3,999,0,0,-2.86919062179174
"32982","telephone","may","mon","nonexistent",544,3,999,0,0,-2.98359844301706
"32984","cellular","may","mon","failure",155,2,999,1,0,-3.30027454999275
"32989","cellular","may","mon","nonexistent",1232,2,999,0,1,1.16419764484315
"32991","cellular","may","mon","nonexistent",133,3,999,0,0,-3.50899717310595
"32993","telephone","may","mon","failure",70,2,999,1,0,-4.84901993396823
"32994","cellular","may","mon","nonexistent",206,2,999,0,0,-3.12626981691097
"32996","cellular","may","mon","nonexistent",243,2,999,0,0,-2.97154535678923
"32998","telephone","may","mon","nonexistent",259,4,999,0,0,-4.25285513828795
"33006","cellular","may","mon","nonexistent",56,3,999,0,0,-3.83099131984579
"33007","cellular","may","mon","failure",204,2,999,1,0,-3.09536918388559
"33010","cellular","may","mon","failure",217,3,999,1,0,-3.11846671385167
"33011","cellular","may","mon","nonexistent",217,6,999,0,0,-3.39011136555885
"33013","cellular","may","mon","nonexistent",145,2,999,0,0,-3.38135608900356
"33014","cellular","may","mon","nonexistent",74,3,999,0,0,-3.75571996086764
"33019","cellular","may","mon","nonexistent",196,2,999,0,0,-3.16808723856549
"33020","cellular","may","mon","failure",135,2,999,2,0,-3.13890064465932
"33023","cellular","may","mon","nonexistent",1001,4,999,0,0,0.0432948483897266
"33027","cellular","may","mon","failure",50,3,999,1,0,-3.81681765548221
"33028","cellular","may","mon","nonexistent",171,2,999,0,0,-3.2726307927018
"33044","cellular","may","mon","nonexistent",350,3,999,0,0,-2.60155912320279
"33045","cellular","may","mon","nonexistent",86,3,999,0,0,-3.70553905488222
"33054","cellular","may","mon","nonexistent",142,5,999,0,0,-3.62628184985081
"33057","cellular","may","mon","failure",63,2,999,1,0,-3.68499482921437
"33059","cellular","may","mon","nonexistent",168,2,999,0,0,-3.28517601919816
"33061","cellular","may","mon","nonexistent",911,3,999,0,1,-0.255601768384022
"33062","cellular","may","mon","nonexistent",439,2,999,0,0,-2.15192389236057
"33064","cellular","may","mon","nonexistent",273,3,999,0,0,-2.92355326994262
"33069","cellular","may","mon","nonexistent",445,2,999,0,0,-2.12683343936786
"33072","cellular","may","mon","nonexistent",927,2,999,0,0,-0.11123371561982
"33076","cellular","may","tue","nonexistent",89,3,999,0,0,-3.45993485389208
"33083","cellular","may","tue","failure",167,2,999,1,0,-3.01703466951355
"33086","telephone","may","tue","nonexistent",14,6,999,0,0,-5.19924335056392
"33088","cellular","may","tue","nonexistent",13,5,999,0,0,-3.93266761470039
"33089","cellular","may","tue","nonexistent",312,6,999,0,0,-2.7597868853471
"33090","cellular","may","tue","failure",134,2,999,1,0,-3.15503216097347
"33093","cellular","may","tue","failure",188,4,999,1,0,-3.08413844027297
"33098","cellular","may","tue","nonexistent",52,3,999,0,0,-3.61465931401382
"33100","cellular","may","tue","failure",234,2,999,1,0,-2.73685794442824
"33102","cellular","may","tue","failure",200,4,999,1,0,-3.03395753428754
"33104","cellular","may","tue","nonexistent",9,9,999,0,0,-4.25923529583005
"33106","cellular","may","tue","nonexistent",128,7,999,0,0,-3.60668762190729
"33115","cellular","may","tue","failure",34,2,999,1,0,-3.57320637751871
"33116","cellular","may","tue","failure",104,3,999,1,0,-3.35794460405401
"33120","telephone","may","tue","nonexistent",11,6,999,0,0,-5.21178857706028
"33121","cellular","may","tue","nonexistent",160,3,999,0,0,-3.16303116014496
"33126","cellular","may","tue","nonexistent",756,3,999,0,0,-0.670712829535359
"33128","cellular","may","tue","nonexistent",114,6,999,0,0,-3.58777183410666
"33132","telephone","may","tue","nonexistent",11,6,999,0,0,-5.21178857706028
"33134","cellular","may","tue","nonexistent",109,3,999,0,0,-3.37630001058303
"33137","cellular","may","tue","nonexistent",63,1,999,0,0,-3.41373979395991
"33141","cellular","may","tue","nonexistent",341,1,999,0,0,-2.25121547196416
"33145","cellular","may","tue","nonexistent",150,4,999,0,0,-3.28230875991645
"33146","cellular","may","tue","nonexistent",431,1,999,0,0,-1.87485867707345
"33160","cellular","may","tue","failure",300,1,999,1,0,-2.38340278339142
"33163","cellular","may","tue","nonexistent",318,1,999,0,0,-2.34739554176956
"33164","cellular","may","tue","nonexistent",201,1,999,0,0,-2.83665937512749
"33171","cellular","may","tue","nonexistent",187,1,999,0,0,-2.89520376544382
"33172","cellular","may","tue","failure",69,1,999,1,0,-3.34938522361091
"33178","cellular","may","tue","success",631,1,11,1,0,1.49902207940477
"33185","cellular","may","tue","failure",128,1,999,1,0,-3.10266243584922
"33188","cellular","may","tue","nonexistent",524,3,999,0,0,-1.64087701192031
"33191","cellular","may","tue","nonexistent",23,1,999,0,0,-3.58100948057801
"33202","cellular","may","tue","failure",305,1,999,1,0,-2.36249407256416
"33203","cellular","may","tue","failure",104,3,999,1,0,-3.35794460405401
"33208","cellular","may","tue","nonexistent",137,1,999,0,0,-3.10429087371644
"33214","cellular","may","tue","nonexistent",22,4,999,0,0,-3.81757175709435
"33217","cellular","may","tue","nonexistent",179,3,999,0,0,-3.08357805900137
"33221","cellular","may","tue","nonexistent",11,12,999,0,0,-4.48325234585004
"33223","cellular","may","tue","failure",69,3,999,1,0,-3.50430557984484
"33225","cellular","may","tue","nonexistent",300,5,999,0,0,-2.73250761321556
"33226","cellular","may","tue","nonexistent",256,1,999,0,0,-2.60666355602761
"33227","cellular","may","tue","nonexistent",7,5,999,0,0,-3.9577580676931
"33230","cellular","may","tue","nonexistent",1062,3,999,0,1,0.608900273093061
"33236","cellular","may","tue","nonexistent",17,7,999,0,0,-4.0708610022725
"33237","cellular","may","tue","nonexistent",826,1,999,0,1,-0.223070521719767
"33239","cellular","may","tue","nonexistent",184,4,999,0,0,-3.14012952629107
"33249","cellular","may","tue","nonexistent",116,2,999,0,0,-3.2695676373079
"33252","cellular","may","tue","nonexistent",69,3,999,0,0,-3.54356969720113
"33261","cellular","may","tue","nonexistent",245,1,999,0,0,-2.65266271984759
"33265","cellular","may","tue","nonexistent",360,1,999,0,0,-2.17176237082056
"33267","cellular","may","tue","nonexistent",174,1,999,0,0,-2.9495664135947
"33268","telephone","may","tue","nonexistent",43,1,999,0,0,-4.69067193718099
"33270","cellular","may","tue","failure",212,1,999,1,0,-2.75139609395123
"33278","cellular","may","tue","nonexistent",87,2,999,0,0,-3.39083816010602
"33279","cellular","may","tue","failure",238,1,999,1,0,-2.64267079764946
"33281","telephone","may","tue","nonexistent",155,2,999,0,0,-4.29977699276729
"33286","cellular","may","tue","nonexistent",25,4,999,0,0,-3.80502653059799
"33287","cellular","may","tue","nonexistent",109,1,999,0,0,-3.22137965434911
"33291","cellular","may","tue","failure",272,5,999,1,0,-2.81033227649194
"33294","cellular","may","tue","nonexistent",324,1,999,0,0,-2.32230508877685
"33301","cellular","may","tue","failure",816,1,999,1,0,-0.225623826018003
"33310","cellular","may","tue","nonexistent",78,5,999,0,0,-3.66085437394598
"33314","cellular","may","tue","nonexistent",74,3,999,0,0,-3.52266098637387
"33315","cellular","may","tue","nonexistent",326,2,999,0,0,-2.39140178256291
"33319","cellular","may","tue","nonexistent",918,1,999,0,1,0.161649757501849
"33321","cellular","may","tue","failure",787,10,999,1,1,-1.04403595186879
"33322","telephone","may","tue","nonexistent",15,1,999,0,0,-4.80776071781365
"33324","cellular","may","tue","nonexistent",416,4,999,0,0,-2.16996534390612
"33325","cellular","may","tue","failure",83,1,999,1,0,-3.29084083329458
"33329","cellular","may","tue","failure",189,1,999,1,0,-2.84757616375663
"33332","telephone","may","tue","nonexistent",1100,2,999,0,0,-0.348030646414812
"33335","telephone","may","tue","nonexistent",232,3,999,0,0,-4.05524302414442
"33336","cellular","may","tue","nonexistent",209,1,999,0,0,-2.80320543780387
"33339","cellular","may","tue","nonexistent",313,1,999,0,0,-2.36830425259683
"33344","cellular","may","tue","failure",216,1,999,1,0,-2.73466912528942
"33345","cellular","may","tue","nonexistent",184,3,999,0,0,-3.06266934817411
"33350","cellular","may","tue","failure",61,2,999,1,0,-3.46029933905149
"33361","cellular","may","tue","failure",204,1,999,1,0,-2.78485003127484
"33367","cellular","may","tue","failure",146,3,999,1,0,-3.18231143310501
"33373","cellular","may","tue","failure",396,1,999,1,0,-1.98195553550799
"33374","cellular","may","tue","nonexistent",136,2,999,0,0,-3.18593279399886
"33380","cellular","may","tue","nonexistent",356,1,999,0,0,-2.18848933948237
"33381","cellular","may","tue","failure",561,4,999,1,0,-1.52434861255924
"33385","cellular","may","tue","nonexistent",148,2,999,0,0,-3.13575188801343
"33388","cellular","may","tue","nonexistent",395,2,999,0,0,-2.1028615731467
"33392","cellular","may","tue","nonexistent",463,1,999,0,0,-1.74104292777897
"33395","cellular","may","tue","nonexistent",300,3,999,0,0,-2.57758725698163
"33396","cellular","may","tue","nonexistent",83,5,999,0,0,-3.63994566311872
"33400","cellular","may","tue","nonexistent",293,2,999,0,0,-2.52939927402284
"33403","cellular","may","tue","nonexistent",130,1,999,0,0,-3.13356306887461
"33405","cellular","may","tue","failure",211,2,999,1,0,-2.83303801423364
"33408","cellular","may","tue","failure",322,1,999,1,0,-2.29140445575147
"33415","cellular","may","tue","nonexistent",183,6,999,0,0,-3.29923162469045
"33421","cellular","may","tue","failure",271,1,999,1,0,-2.50467330618954
"33422","cellular","may","tue","failure",223,4,999,1,0,-2.93777746448214
"33427","cellular","may","tue","nonexistent",53,3,999,0,0,-3.61047757184837
"33428","cellular","may","tue","nonexistent",148,1,999,0,0,-3.05829170989646
"33432","cellular","may","tue","success",127,1,12,1,0,-0.610183355573771
"33433","cellular","may","tue","nonexistent",158,1,999,0,0,-3.01647428824194
"33436","cellular","may","tue","nonexistent",88,2,999,0,0,-3.38665641794057
"33441","cellular","may","tue","nonexistent",132,3,999,0,0,-3.28011994077763
"33442","cellular","may","tue","nonexistent",406,1,999,0,0,-1.97940223120976
"33444","cellular","may","tue","nonexistent",278,1,999,0,0,-2.51466522838766
"33445","cellular","may","tue","nonexistent",908,1,999,0,0,0.119832335847326
"33447","cellular","may","tue","nonexistent",215,2,999,0,0,-2.85557516292812
"33448","cellular","may","tue","failure",161,5,999,1,0,-3.27450565685715
"33451","cellular","may","tue","nonexistent",209,2,999,0,0,-2.88066561592083
"33457","cellular","may","tue","failure",178,3,999,1,0,-3.04849568381053
"33458","cellular","may","tue","nonexistent",242,2,999,0,0,-2.74266812446091
"33468","cellular","may","tue","nonexistent",324,2,999,0,0,-2.39976526689381
"33469","cellular","may","tue","nonexistent",637,3,999,0,1,-1.16834014722419
"33470","cellular","may","tue","success",301,3,9,1,0,-0.032658424247324
"33475","cellular","may","tue","nonexistent",112,2,999,0,0,-3.28629460596971
"33490","cellular","may","tue","failure",306,2,999,1,0,-2.43577250851567
"33494","cellular","may","tue","nonexistent",668,4,999,0,0,-1.11616631821213
"33496","cellular","may","tue","failure",474,2,999,1,0,-1.73323982471967
"33498","cellular","may","tue","nonexistent",168,4,999,0,0,-3.20703740093831
"33503","cellular","may","tue","nonexistent",897,4,999,0,1,-0.158547362323541
"33506","cellular","may","tue","nonexistent",130,3,999,0,0,-3.28848342510853
"33509","cellular","may","tue","failure",255,2,999,1,0,-2.64904135895374
"33513","cellular","may","tue","nonexistent",306,2,999,0,0,-2.47503662587196
"33519","cellular","may","tue","failure",254,4,999,1,0,-2.80814345735312
"33522","cellular","may","tue","nonexistent",180,2,999,0,0,-3.00193613871895
"33523","cellular","may","tue","nonexistent",135,4,999,0,0,-3.34503489239824
"33525","cellular","may","tue","nonexistent",86,2,999,0,0,-3.39501990227147
"33526","cellular","may","tue","failure",85,2,999,1,0,-3.35993752708064
"33534","cellular","may","tue","nonexistent",191,3,999,0,0,-3.03339715301594
"33536","cellular","may","tue","nonexistent",302,2,999,0,0,-2.49176359453377
"33544","cellular","may","tue","nonexistent",198,2,999,0,0,-2.92666477974081
"33548","cellular","may","tue","nonexistent",210,2,999,0,0,-2.87648387375538
"33550","cellular","may","tue","failure",68,10,999,1,0,-4.05070856882904
"33557","cellular","may","tue","failure",206,2,999,1,0,-2.8539467250609
"33560","cellular","may","tue","failure",692,4,999,1,0,-0.976540388884986
"33569","cellular","may","tue","nonexistent",93,5,999,0,0,-3.5981282414642
"33574","cellular","may","tue","nonexistent",213,6,999,0,0,-3.17377935972688
"33590","cellular","may","tue","nonexistent",124,2,999,0,0,-3.23611369998428
"33592","cellular","may","tue","nonexistent",225,3,999,0,0,-2.89121791939056
"33595","cellular","may","tue","failure",455,2,999,1,0,-1.81269292586327
"33598","cellular","may","tue","failure",285,3,999,1,0,-2.60104927210713
"33599","cellular","may","tue","failure",166,5,999,1,0,-3.25359694602989
"33605","cellular","may","tue","nonexistent",268,3,999,0,0,-2.71140300627611
"33607","cellular","may","tue","failure",339,2,999,1,0,-2.29777501705574
"33610","cellular","may","tue","nonexistent",150,7,999,0,0,-3.51468929426734
"33614","telephone","may","tue","failure",58,2,999,1,0,-4.66614186545988
"33616","telephone","may","tue","failure",1388,7,999,1,0,0.508274324006935
"33617","cellular","may","wed","nonexistent",130,2,999,0,0,-3.20176859817184
"33621","cellular","may","wed","nonexistent",50,2,999,0,0,-3.53630797140803
"33625","telephone","may","wed","nonexistent",29,4,999,0,0,-4.97234221302848
"33629","cellular","may","wed","failure",152,4,999,1,0,-3.22542650940953
"33634","cellular","may","wed","nonexistent",310,2,999,0,0,-2.44905500839042
"33636","cellular","may","wed","nonexistent",21,8,999,0,0,-4.12233956290793
"33640","cellular","may","wed","nonexistent",254,3,999,0,0,-2.76069274777271
"33642","cellular","may","wed","failure",53,5,999,1,0,-3.71687916190628
"33644","cellular","may","wed","nonexistent",321,4,999,0,0,-2.55797620080437
"33645","cellular","may","wed","failure",5,7,999,1,0,-4.07252314208192
"33648","cellular","may","wed","nonexistent",136,2,999,0,0,-3.17667814517913
"33649","cellular","may","wed","nonexistent",133,2,999,0,0,-3.18922337167549
"33654","cellular","may","wed","nonexistent",129,1,999,0,0,-3.12849016222033
"33655","telephone","may","wed","failure",26,1,999,2,0,-4.46823403917518
"33660","cellular","may","wed","failure",210,1,999,1,0,-2.7505049294624
"33672","cellular","may","wed","nonexistent",231,2,999,0,0,-2.77941263946115
"33675","cellular","may","wed","failure",135,6,999,1,0,-3.45143648245615
"33677","cellular","may","wed","failure",22,1,999,1,0,-3.53667245656745
"33684","cellular","may","wed","failure",152,1,999,1,0,-2.99304597505864
"33686","cellular","may","wed","nonexistent",213,1,999,0,0,-2.77722382032233
"33690","cellular","may","wed","failure",282,1,999,1,0,-2.44941949354983
"33696","cellular","may","wed","nonexistent",1073,1,999,0,1,0.819074441966692
"33705","cellular","may","wed","nonexistent",610,1,999,0,1,-1.11707218063775
"33712","cellular","may","wed","nonexistent",161,1,999,0,0,-2.99467441292586
"33716","cellular","may","wed","failure",200,2,999,1,0,-2.86978252923389
"33728","cellular","may","wed","failure",79,1,999,1,0,-3.29831315313666
"33733","cellular","may","wed","nonexistent",502,1,999,0,0,-1.5687003345066
"33738","telephone","may","wed","nonexistent",43,1,999,0,0,-4.68141728836126
"33741","cellular","may","wed","failure",17,13,999,1,0,-4.48710330479827
"33744","cellular","may","wed","failure",69,1,999,1,0,-3.34013057479119
"33745","cellular","may","wed","nonexistent",323,1,999,0,0,-2.31723218212257
"33747","cellular","may","wed","nonexistent",570,1,999,0,1,-1.28434186725584
"33750","cellular","may","wed","nonexistent",177,4,999,0,0,-3.16014707262951
"33751","cellular","may","wed","nonexistent",388,1,999,0,0,-2.04541894136817
"33752","cellular","may","wed","nonexistent",61,1,999,0,0,-3.41284862947109
"33765","cellular","may","wed","nonexistent",152,3,999,0,0,-3.18723044864885
"33768","telephone","may","wed","failure",15,5,999,1,0,-5.06908266410549
"33770","cellular","may","wed","nonexistent",12,7,999,0,0,-4.08251506428004
"33771","cellular","may","wed","failure",31,1,999,1,0,-3.49903677707837
"33772","cellular","may","wed","nonexistent",135,1,999,0,0,-3.10339970922762
"33774","cellular","may","wed","failure",669,1,999,1,1,-0.831085275519772
"33777","cellular","may","wed","failure",93,1,999,1,0,-3.23976876282033
"33782","cellular","may","wed","nonexistent",74,3,999,0,0,-3.51340633755414
"33784","cellular","may","wed","failure",131,1,999,1,0,-3.08086256053314
"33798","cellular","may","wed","nonexistent",46,1,999,0,0,-3.47557476195288
"33800","cellular","may","wed","failure",1512,1,999,1,1,2.69412336995656
"33808","cellular","may","wed","failure",44,1,999,1,0,-3.44467412892749
"33815","cellular","may","wed","failure",349,1,999,1,0,-2.16924276846453
"33816","cellular","may","wed","nonexistent",101,1,999,0,0,-3.245578942853
"33818","cellular","may","wed","nonexistent",83,2,999,0,0,-3.3983104799481
"33819","cellular","may","wed","nonexistent",333,1,999,0,1,-2.27541476046805
"33820","cellular","may","wed","nonexistent",408,1,999,0,0,-1.96178409805912
"33823","telephone","may","wed","nonexistent",18,1,999,0,0,-4.78596084249757
"33826","cellular","may","wed","nonexistent",109,1,999,0,0,-3.21212500552938
"33830","cellular","may","wed","nonexistent",329,1,999,0,0,-2.29214172912986
"33837","telephone","may","wed","nonexistent",34,8,999,0,0,-5.26127421466908
"33839","telephone","may","wed","nonexistent",155,6,999,0,0,-4.60036305641541
"33842","cellular","may","wed","failure",296,1,999,1,0,-2.3908751032335
"33844","cellular","may","wed","failure",314,4,999,1,0,-2.54798427860625
"33848","cellular","may","wed","success",204,1,11,1,0,-0.277327176423657
"33850","telephone","may","wed","failure",60,1,999,1,0,-4.57106355419228
"33854","cellular","may","wed","failure",281,1,999,1,0,-2.45360123571529
"33859","cellular","may","wed","nonexistent",49,2,999,0,0,-3.54048971357348
"33862","cellular","may","wed","nonexistent",137,3,999,0,0,-3.24995658113064
"33865","cellular","may","wed","failure",55,1,999,1,0,-3.39867496510752
"33868","cellular","may","wed","failure",92,2,999,1,0,-3.32141068310274
"33869","cellular","may","wed","nonexistent",16,6,999,0,0,-3.98832791750127
"33873","cellular","may","wed","nonexistent",324,2,999,0,0,-2.39051061807409
"33874","cellular","may","wed","nonexistent",315,1,999,0,0,-2.35068611944619
"33878","cellular","may","wed","nonexistent",79,3,999,0,0,-3.49249762672688
"33879","cellular","may","wed","nonexistent",174,1,999,0,0,-2.94031176477498
"33881","cellular","may","wed","failure",228,2,999,1,0,-2.75269374860122
"33883","cellular","may","wed","nonexistent",9,8,999,0,0,-4.17252046889336
"33884","cellular","may","wed","nonexistent",337,3,999,0,0,-2.41360814804017
"33886","telephone","may","wed","failure",185,1,999,1,0,-4.04834578351074
"33888","cellular","may","wed","nonexistent",244,1,999,0,0,-2.64758981319331
"33889","cellular","may","wed","failure",152,1,999,1,0,-2.99304597505864
"33891","cellular","may","wed","nonexistent",231,1,999,0,0,-2.70195246134419
"33903","cellular","may","wed","nonexistent",43,1,999,0,0,-3.48811998844923
"33914","cellular","may","wed","failure",747,2,999,1,1,-0.582369564731452
"33916","cellular","may","wed","failure",66,1,999,1,0,-3.35267580128754
"33920","cellular","may","wed","nonexistent",316,1,999,0,0,-2.34650437728074
"33922","telephone","may","wed","failure",137,1,999,1,0,-4.24906940745245
"33923","cellular","may","wed","nonexistent",155,1,999,0,0,-3.01976486591857
"33928","cellular","may","wed","nonexistent",368,1,999,0,0,-2.12905378467722
"33930","cellular","may","wed","nonexistent",146,1,999,0,0,-3.05740054540764
"33932","cellular","may","wed","nonexistent",157,1,999,0,0,-3.01140138158767
"33938","cellular","may","wed","nonexistent",342,2,999,0,0,-2.31523925909594
"33939","telephone","may","wed","failure",43,1,999,1,0,-4.64215317100497
"33941","cellular","may","wed","nonexistent",68,1,999,0,0,-3.38357643431292
"33943","telephone","may","wed","failure",125,2,999,1,0,-4.37671049155484
"33951","cellular","may","wed","failure",215,1,999,1,0,-2.72959621863514
"33954","cellular","may","wed","failure",143,1,999,1,0,-3.03068165454771
"33955","cellular","may","wed","failure",541,1,999,1,0,-1.36634827269767
"33957","cellular","may","wed","failure",309,1,999,1,0,-2.33651245508262
"33962","cellular","may","wed","nonexistent",196,3,999,0,0,-3.00323379336895
"33964","cellular","may","wed","failure",54,1,999,1,0,-3.40285670727297
"33965","cellular","may","wed","nonexistent",247,1,999,0,0,-2.63504458669695
"33966","cellular","may","wed","failure",426,1,999,1,0,-1.84724862172469
"33969","cellular","may","wed","failure",135,1,999,1,0,-3.06413559187133
"33971","cellular","may","wed","failure",130,3,999,1,0,-3.23996465893252
"33973","cellular","may","wed","failure",366,3,999,1,1,-2.25307350788576
"33976","cellular","may","wed","nonexistent",308,1,999,0,0,-2.37995831460436
"33977","cellular","may","wed","nonexistent",176,1,999,0,0,-2.93194828044407
"33985","cellular","may","wed","nonexistent",163,1,999,0,0,-2.98631092859495
"33989","cellular","may","wed","success",68,4,12,1,0,-1.08003202886662
"33992","cellular","may","wed","failure",239,1,999,1,0,-2.62923440666428
"33994","cellular","may","wed","nonexistent",234,3,999,0,0,-2.84432759108176
"33996","cellular","may","wed","failure",134,1,999,1,0,-3.06831733403678
"33997","cellular","may","wed","nonexistent",77,4,999,0,0,-3.57832128917474
"34001","cellular","may","wed","failure",109,1,999,1,0,-3.17286088817309
"34002","telephone","may","wed","nonexistent",622,3,999,0,1,-2.41510893079827
"34005","cellular","may","wed","nonexistent",140,2,999,0,0,-3.15995117651732
"34010","cellular","may","wed","failure",240,1,999,1,0,-2.62505266449883
"34015","cellular","may","wed","failure",38,1,999,1,0,-3.46976458192021
"34020","cellular","may","wed","nonexistent",52,4,999,0,0,-3.68286484331105
"34023","cellular","may","wed","nonexistent",804,1,999,0,0,-0.305814200539992
"34024","cellular","may","wed","nonexistent",417,1,999,0,0,-1.92414841857005
"34027","cellular","may","wed","failure",156,1,999,1,0,-2.97631900639683
"34030","cellular","may","wed","nonexistent",58,2,999,0,0,-3.50285403408441
"34031","cellular","may","wed","nonexistent",76,3,999,0,0,-3.50504285322323
"34036","cellular","may","wed","failure",291,8,999,1,0,-2.95400506087951
"34038","cellular","may","wed","nonexistent",204,3,999,0,0,-2.96977985604533
"34043","cellular","may","wed","nonexistent",193,3,999,0,0,-3.01577901986531
"34046","cellular","may","wed","failure",163,2,999,1,0,-3.02450698935563
"34052","cellular","may","wed","nonexistent",96,3,999,0,0,-3.42140800991419
"34053","cellular","may","wed","nonexistent",154,2,999,0,0,-3.10140678620099
"34054","telephone","may","wed","success",246,2,12,1,0,-1.3740588670942
"34063","cellular","may","wed","nonexistent",141,4,999,0,0,-3.31068979058579
"34065","cellular","may","wed","nonexistent",186,2,999,0,0,-2.96759103690651
"34071","cellular","may","wed","nonexistent",482,2,999,0,1,-1.72979535593261
"34073","cellular","may","wed","failure",98,2,999,1,0,-3.29632023011003
"34075","cellular","may","wed","nonexistent",158,5,999,0,0,-3.31706035189007
"34079","cellular","may","wed","failure",408,2,999,2,0,-1.75497141017732
"34080","cellular","may","wed","nonexistent",88,2,999,0,0,-3.37740176912084
"34081","cellular","may","wed","failure",323,3,999,1,0,-2.43288842100021
"34088","cellular","may","wed","nonexistent",65,2,999,0,0,-3.47358183892625
"34091","cellular","may","wed","nonexistent",251,2,999,0,0,-2.69577779615211
"34095","cellular","may","wed","nonexistent",1119,2,999,0,1,0.933974403460537
"34096","cellular","may","wed","failure",191,2,999,1,0,-2.90741820872296
"34101","telephone","may","wed","nonexistent",56,2,999,0,0,-4.70451481832734
"34102","cellular","may","wed","failure",195,3,999,1,0,-2.96815141817812
"34108","telephone","may","wed","nonexistent",107,3,999,0,0,-4.56870614600624
"34111","cellular","may","wed","failure",255,2,999,1,0,-2.63978671013401
"34116","telephone","may","wed","failure",65,4,999,1,0,-4.78253537771591
"34120","cellular","may","wed","failure",698,2,999,1,1,-0.787274930838617
"34121","cellular","may","wed","nonexistent",228,3,999,0,0,-2.86941804407448
"34123","cellular","may","wed","failure",272,4,999,1,0,-2.72361744955525
"34126","cellular","may","wed","nonexistent",107,2,999,0,0,-3.29794866797725
"34129","cellular","may","wed","nonexistent",129,2,999,0,0,-3.20595034033729
"34130","cellular","may","wed","success",76,7,1,2,0,-1.01626865775531
"34137","cellular","may","wed","failure",654,2,999,1,1,-0.971271586118521
"34141","cellular","may","wed","nonexistent",12,5,999,0,0,-3.92759470804611
"34149","cellular","may","wed","nonexistent",102,2,999,0,0,-3.31885737880451
"34155","telephone","may","wed","nonexistent",259,3,999,0,0,-3.93308133685748
"34157","cellular","may","wed","nonexistent",177,5,999,0,0,-3.23760725074647
"34165","cellular","may","wed","failure",254,2,999,1,0,-2.64396845229946
"34170","cellular","may","wed","nonexistent",253,3,999,0,0,-2.76487448993817
"34176","cellular","may","wed","nonexistent",97,5,999,0,0,-3.57214662398266
"34180","cellular","may","wed","nonexistent",265,2,999,0,0,-2.63723340583577
"34187","cellular","may","wed","nonexistent",136,5,999,0,0,-3.40905867953002
"34193","cellular","may","wed","failure",240,3,999,1,0,-2.77997302073276
"34194","cellular","may","wed","failure",135,2,999,1,0,-3.14159576998829
"34200","cellular","may","wed","nonexistent",771,2,999,0,0,-0.521271870116883
"34201","cellular","may","wed","nonexistent",491,2,999,0,0,-1.69215967644354
"34203","cellular","may","wed","nonexistent",440,2,999,0,1,-1.90542852688161
"34204","telephone","may","wed","nonexistent",992,5,999,0,0,-1.02278468581483
"34209","cellular","may","wed","failure",72,4,999,1,0,-3.55996588264572
"34211","cellular","may","wed","nonexistent",324,3,999,0,0,-2.46797079619105
"34214","cellular","may","wed","failure",429,3,999,1,1,-1.98962375146226
"34217","cellular","may","wed","nonexistent",149,6,999,0,0,-3.4321562094961
"34227","cellular","may","wed","nonexistent",201,3,999,0,0,-2.98232508254169
"34228","cellular","may","wed","failure",300,5,999,1,0,-2.68398884703954
"34233","cellular","may","thu","nonexistent",68,3,999,0,0,-3.63474472328628
"34234","cellular","may","thu","nonexistent",65,3,999,0,0,-3.64728994978263
"34237","cellular","may","thu","nonexistent",164,3,999,0,0,-3.23329747540285
"34243","cellular","may","thu","nonexistent",14,7,999,0,0,-4.17039951268856
"34245","cellular","may","thu","failure",8,6,999,1,0,-4.07876567020802
"34247","cellular","may","thu","nonexistent",121,2,999,0,0,-3.33565221040034
"34255","cellular","may","thu","nonexistent",259,4,999,0,0,-2.91349214780184
"34276","cellular","may","thu","success",722,2,11,1,1,1.71510715442427
